ARPU,CHURN,churn_binary
13.99,No,0
16.53,No,0
18.18,No,0
26.0,No,0
22.75,No,0
30.33,No,0
26.02,No,0
14.01,No,0
15.18,No,0
45.58,No,0
30.42,No,0
18.25,No,0
26.07,No,0
9.61,No,0
16.61,No,0
30.5,Yes,1
45.75,Yes,1
12.2,No,0
26.14,No,0
18.32,No,0
13.1,No,0
22.94,No,0
26.21,No,0
15.29,No,0
26.24,No,0
22.96,No,0
15.32,No,0
18.38,No,0
18.4,No,0
23.0,No,0
26.29,No,0
13.14,No,0
11.5,No,0
18.4,No,0
16.73,No,0
16.76,Yes,1
18.43,No,0
16.77,No,0
18.45,No,0
15.38,No,0
26.36,No,0
36.93,No,0
23.1,No,0
30.81,No,0
26.4,No,0
20.54,No,0
16.8,No,0
12.32,No,0
26.4,No,0
18.5,No,0
5.97,No,0
37.03,No,0
6.61,No,0
14.24,No,0
20.59,No,0
26.48,No,0
23.17,No,0
37.1,No,0
10.92,No,0
61.89,Yes,1
14.28,No,0
20.63,No,0
16.88,No,0
16.89,No,0
185.83,No,0
20.65,No,0
37.2,No,0
31.03,No,0
15.51,No,0
23.27,No,0
26.6,Yes,1
13.3,No,0
46.58,No,0
23.31,No,0
20.72,No,0
13.32,No,0
16.95,No,0
18.67,No,0
46.67,No,0
13.35,No,0
23.38,No,0
15.58,No,0
26.71,No,0
15.6,No,0
13.37,No,0
15.6,No,0
18.72,No,0
23.42,No,0
18.73,No,0
17.03,No,0
18.75,No,0
15.63,No,0
11.03,No,0
37.5,No,0
18.75,Yes,1
9.88,No,0
23.46,Yes,1
14.44,Yes,1
12.51,No,0
31.31,No,0
31.31,No,0
10.44,No,0
47.04,No,0
18.82,No,0
12.56,No,0
18.83,No,0
20.94,No,0
94.34,No,0
20.98,No,0
12.59,No,0
23.63,No,0
37.83,No,0
17.21,No,0
27.05,Yes,1
18.95,No,0
14.58,No,0
94.84,No,0
23.71,No,0
37.93,No,0
37.93,No,0
37.93,No,0
27.12,No,0
27.12,Yes,1
31.67,No,0
15.83,No,0
27.14,Yes,1
9.5,No,0
17.29,No,0
11.89,No,0
8.64,No,0
13.58,No,0
12.68,No,0
10.01,No,0
11.89,No,0
63.44,No,0
8.28,Yes,1
11.21,No,0
27.21,No,0
31.78,No,0
15.89,No,0
47.67,No,0
21.2,No,0
31.81,No,0
14.69,Yes,1
31.83,No,0
31.83,No,0
12.74,No,0
21.24,No,0
9.57,No,0
15.94,No,0
23.92,No,0
17.41,No,0
19.15,No,0
12.78,No,0
14.74,No,0
15.98,No,0
95.92,No,0
16.0,No,0
10.11,No,0
21.37,No,0
19.23,No,0
9.16,No,0
19.23,No,0
38.47,Yes,1
11.32,No,0
14.82,No,0
21.41,No,0
24.08,No,0
38.6,Yes,1
24.13,Yes,1
12.88,No,0
38.63,No,0
9.68,No,0
24.21,No,0
38.8,No,0
24.25,No,0
48.54,No,0
13.88,No,0
16.19,No,0
24.29,No,0
21.6,No,0
48.63,No,0
12.16,No,0
13.89,No,0
32.42,Yes,1
38.9,No,0
21.63,No,0
14.97,No,0
32.45,No,0
17.71,No,0
19.48,No,0
17.74,No,0
21.7,No,0
27.9,No,0
32.56,No,0
13.95,No,0
16.29,No,0
17.77,No,0
97.75,No,0
13.04,No,0
12.25,No,0
32.67,No,0
14.0,No,0
8.92,No,0
65.5,No,0
12.3,No,0
13.12,No,0
15.15,No,0
21.91,No,0
39.47,No,0
28.19,No,0
19.73,No,0
9.4,No,0
21.94,No,0
12.34,No,0
65.89,No,0
49.46,Yes,1
49.46,No,0
14.13,No,0
33.06,No,0
9.02,No,0
18.03,No,0
18.05,No,0
39.7,No,0
16.56,No,0
22.11,No,0
22.11,No,0
49.79,No,0
24.9,No,0
18.14,No,0
12.48,No,0
18.17,No,0
20.0,No,0
14.3,No,0
25.02,No,0
14.3,No,0
14.3,No,0
40.03,No,0
50.04,No,0
40.03,No,0
13.36,No,0
33.42,No,0
14.35,No,0
28.71,No,0
15.47,No,0
16.78,No,0
18.32,No,0
13.43,No,0
20.17,No,0
50.46,No,0
15.53,No,0
25.23,No,0
40.37,No,0
50.5,No,0
14.44,No,0
16.86,No,0
15.56,No,0
28.93,No,0
14.63,No,0
12.67,No,0
18.44,Yes,1
33.81,No,0
15.6,Yes,1
15.62,Yes,1
12.7,No,0
15.64,No,0
33.89,No,0
40.67,No,0
16.94,No,0
15.64,Yes,1
16.94,No,0
33.95,No,0
25.46,No,0
18.52,Yes,1
10.19,No,0
16.99,No,0
25.5,No,0
17.0,No,0
102.0,No,0
34.03,No,0
34.03,No,0
204.33,No,0
17.03,No,0
18.58,No,0
13.62,No,0
22.72,No,0
22.72,No,0
24.11,No,0
13.64,No,0
34.17,No,0
41.0,No,0
20.52,No,0
14.66,No,0
20.53,No,0
20.55,No,0
51.38,No,0
7.91,No,0
25.71,No,0
18.73,No,0
9.38,Yes,1
41.27,No,0
20.63,No,0
41.28,No,0
20.65,No,0
12.15,No,0
17.24,No,0
20.68,No,0
41.4,No,0
34.5,No,0
17.25,No,0
34.5,No,0
15.92,No,0
23.02,No,0
12.19,No,0
41.47,No,0
34.56,No,0
15.95,No,0
34.58,No,0
15.96,No,0
29.67,No,0
17.31,No,0
20.78,No,0
12.23,No,0
14.85,No,0
16.01,No,0
29.74,Yes,1
18.92,No,0
10.41,No,0
20.83,Yes,1
16.03,No,0
52.08,No,0
26.04,Yes,1
23.19,No,0
26.08,No,0
29.82,No,0
10.99,No,0
21.02,No,0
23.22,No,0
26.15,No,0
23.26,No,0
3.81,No,0
13.09,No,0
20.98,No,0
17.49,No,0
17.5,Yes,1
16.17,No,0
12.36,No,0
21.03,No,0
8.41,No,0
30.05,No,0
26.31,No,0
14.04,No,0
19.15,No,0
23.41,No,0
26.35,No,0
17.58,No,0
19.18,No,0
16.24,No,0
14.08,No,0
23.48,No,0
35.22,No,0
26.42,No,0
14.1,No,0
23.5,No,0
19.26,No,0
21.18,No,0
16.31,No,0
10.6,No,0
35.33,No,0
53.04,No,0
12.49,No,0
35.42,No,0
35.45,No,0
14.19,No,0
19.35,No,0
35.47,No,0
21.28,No,0
21.28,No,0
42.6,No,0
16.4,No,0
17.76,No,0
9.29,Yes,1
35.64,No,0
14.27,No,0
23.78,No,0
30.57,No,0
21.42,Yes,1
10.71,No,0
26.79,No,0
8.24,No,0
214.33,No,0
11.92,No,0
35.75,No,0
53.71,No,0
42.97,No,0
53.71,No,0
19.53,No,0
43.0,No,0
11.95,No,0
15.37,No,0
15.37,Yes,1
30.74,No,0
30.76,No,0
17.94,No,0
35.92,No,0
26.94,No,0
11.97,Yes,1
30.81,No,0
13.49,No,0
30.86,No,0
21.6,No,0
18.0,No,0
10.29,No,0
11.39,No,0
21.65,No,0
21.7,No,0
24.13,No,0
43.43,No,0
36.22,No,0
21.73,No,0
18.13,No,0
27.19,No,0
31.07,No,0
19.79,Yes,1
19.79,No,0
14.51,No,0
14.52,No,0
18.17,No,0
36.33,No,0
24.26,No,0
21.83,No,0
21.85,No,0
15.63,No,0
13.69,No,0
36.53,No,0
24.37,No,0
109.67,No,0
18.28,No,0
21.95,No,0
15.69,No,0
43.93,No,0
15.69,No,0
27.48,No,0
18.33,No,0
27.5,No,0
24.46,No,0
16.95,No,0
20.03,No,0
73.5,No,0
36.75,No,0
24.5,No,0
15.75,No,0
20.05,No,0
7.6,No,0
16.97,No,0
20.06,No,0
44.17,No,0
27.63,No,0
24.57,No,0
44.23,Yes,1
22.12,No,0
17.01,No,0
15.81,No,0
12.3,No,0
13.83,No,0
24.59,No,0
20.12,No,0
18.44,No,0
13.03,Yes,1
17.04,No,0
11.67,No,0
36.95,No,0
36.95,No,0
27.71,No,0
27.71,No,0
27.75,No,0
9.25,No,0
13.06,Yes,1
44.43,No,0
55.54,No,0
18.51,No,0
17.1,No,0
37.06,No,0
12.35,No,0
18.53,No,0
18.53,No,0
27.79,No,0
37.06,Yes,1
24.72,No,0
22.25,No,0
15.89,No,0
15.89,No,0
55.63,No,0
27.83,No,0
24.78,Yes,1
10.62,No,0
11.74,No,0
18.6,No,0
8.93,No,0
24.81,No,0
18.63,No,0
27.94,No,0
20.33,No,0
31.98,No,0
18.67,No,0
20.36,No,0
22.42,No,0
18.68,No,0
37.36,No,0
24.93,No,0
7.01,No,0
11.82,No,0
20.41,No,0
32.1,No,0
13.23,No,0
28.1,No,0
16.07,No,0
37.5,No,0
15.01,Yes,1
15.01,No,0
9.79,No,0
18.78,No,0
20.5,No,0
22.57,Yes,1
56.42,No,0
16.12,No,0
16.12,No,0
8.69,No,0
32.29,No,0
75.33,No,0
28.25,No,0
45.27,No,0
22.63,No,0
25.15,No,0
18.86,No,0
32.33,No,0
25.15,No,0
7.55,No,0
15.11,No,0
75.61,No,0
37.81,No,0
13.34,No,0
21.67,No,0
17.46,No,0
75.67,No,0
17.46,No,0
25.24,No,0
20.65,No,0
18.94,No,0
37.89,No,0
22.73,No,0
16.25,No,0
14.22,Yes,1
32.52,No,0
20.71,No,0
17.54,No,0
13.42,No,0
14.26,No,0
19.46,No,0
9.94,Yes,1
20.8,No,0
22.88,No,0
17.6,No,0
11.45,No,0
28.63,No,0
25.46,No,0
22.93,No,0
11.47,No,0
28.67,No,0
22.95,No,0
16.39,No,0
45.9,No,0
28.69,No,0
28.73,Yes,1
11.51,No,0
57.54,No,0
12.79,No,0
13.55,No,0
15.37,No,0
19.21,No,0
16.48,No,0
15.38,No,0
38.45,No,0
20.97,No,0
11.22,No,0
46.2,Yes,1
28.88,No,0
25.67,Yes,1
25.67,Yes,1
33.0,No,0
21.02,No,0
15.41,No,0
17.79,No,0
11.02,No,0
13.77,No,0
13.63,No,0
28.98,No,0
21.09,No,0
12.9,No,0
17.86,No,0
23.23,No,0
21.12,No,0
16.6,No,0
46.5,No,0
15.5,No,0
17.88,No,0
10.58,No,0
77.56,Yes,1
21.15,No,0
17.9,No,0
15.52,No,0
10.14,No,0
17.95,No,0
16.68,No,0
15.58,No,0
16.69,No,0
46.75,Yes,1
8.99,No,0
14.63,No,0
11.14,No,0
26.02,No,0
21.3,No,0
23.47,No,0
29.33,No,0
33.55,No,0
33.55,No,0
23.48,No,0
13.06,No,0
15.68,No,0
15.68,No,0
39.2,No,0
19.61,No,0
58.83,No,0
18.1,No,0
21.39,No,0
29.42,No,0
26.17,No,0
39.25,No,0
18.17,No,0
26.26,No,0
21.48,No,0
12.46,No,0
19.72,No,0
18.21,No,0
23.67,No,0
15.79,No,0
11.28,Yes,1
33.86,No,0
19.76,No,0
79.06,No,0
15.82,No,0
7.92,No,0
26.41,No,0
13.99,No,0
11.9,No,0
17.0,No,0
29.75,No,0
17.0,No,0
22.8,No,0
14.01,No,0
18.32,No,0
10.83,No,0
29.81,No,0
119.34,No,0
59.67,Yes,1
12.57,Yes,1
13.27,No,0
17.07,No,0
79.78,No,0
10.89,No,0
13.31,No,0
34.24,No,0
29.96,Yes,1
14.99,No,0
15.99,No,0
20.01,No,0
17.16,No,0
10.92,No,0
48.03,No,0
17.17,No,0
13.35,No,0
34.36,No,0
17.19,No,0
20.06,No,0
24.07,No,0
60.21,No,0
48.17,No,0
20.07,No,0
14.19,No,0
21.92,No,0
14.2,No,0
17.24,No,0
18.59,No,0
24.18,No,0
40.33,No,0
16.13,No,0
40.36,No,0
30.27,No,0
26.91,No,0
14.25,No,0
12.78,No,0
17.37,No,0
22.11,No,0
13.52,No,0
12.82,No,0
24.35,Yes,1
24.38,No,0
40.67,No,0
14.36,Yes,1
12.85,No,0
27.13,No,0
11.63,No,0
18.78,Yes,1
48.87,No,0
16.29,No,0
11.11,No,0
20.36,No,0
14.37,No,0
20.36,Yes,1
24.43,No,0
20.39,No,0
122.5,No,0
22.32,Yes,1
24.55,No,0
22.32,Yes,1
22.35,No,0
35.12,Yes,1
27.31,No,0
22.36,No,0
22.39,No,0
49.27,No,0
16.43,No,0
102.67,No,0
30.83,No,0
14.53,No,0
22.45,No,0
20.6,No,0
61.79,No,0
19.01,No,0
24.73,No,0
27.5,No,0
11.8,No,0
15.5,No,0
16.53,Yes,1
15.5,No,0
22.55,No,0
22.56,No,0
31.06,No,0
19.12,Yes,1
17.75,Yes,1
17.75,No,0
17.75,No,0
35.5,No,0
41.45,No,0
12.43,No,0
49.8,No,0
22.64,No,0
20.76,No,0
20.76,No,0
16.62,No,0
27.7,No,0
17.82,No,0
12.48,No,0
31.25,No,0
41.67,No,0
13.16,No,0
16.69,No,0
14.73,No,0
17.89,No,0
250.6,No,0
25.08,No,0
25.12,No,0
41.86,Yes,1
25.13,No,0
15.72,No,0
25.17,No,0
16.78,No,0
25.18,No,0
28.0,No,0
21.0,No,0
13.26,No,0
7.64,No,0
14.82,No,0
21.01,Yes,1
12.02,No,0
22.94,No,0
42.06,No,0
42.08,No,0
13.29,Yes,1
21.06,No,0
19.44,No,0
25.28,No,0
18.06,No,0
31.6,No,0
16.86,No,0
36.14,No,0
31.63,No,0
14.9,No,0
23.05,No,0
23.05,No,0
23.05,No,0
15.85,No,0
28.2,No,0
21.15,No,0
11.55,No,0
25.43,No,0
18.17,No,0
21.19,No,0
11.56,No,0
25.45,No,0
12.73,No,0
16.99,No,0
28.35,Yes,1
15.01,No,0
23.2,No,0
23.26,No,0
28.46,No,0
25.58,No,0
19.74,No,0
36.67,No,0
64.17,No,0
25.68,No,0
51.4,No,0
19.78,No,0
18.41,No,0
18.41,No,0
17.19,No,0
32.23,No,0
64.58,Yes,1
21.54,No,0
23.52,No,0
28.74,No,0
51.73,No,0
32.35,No,0
51.8,No,0
14.39,No,0
86.39,No,0
32.42,No,0
20.0,No,0
23.65,No,0
21.69,No,0
18.6,Yes,1
21.74,No,0
14.49,No,0
16.31,No,0
13.74,No,0
37.31,No,0
29.02,No,0
26.12,No,0
17.43,No,0
29.07,No,0
18.69,No,0
16.38,No,0
13.11,No,0
21.86,Yes,1
32.79,No,0
17.5,No,0
32.88,No,0
29.22,No,0
26.32,No,0
13.18,No,0
13.89,No,0
22.0,No,0
22.01,No,0
18.89,No,0
24.06,No,0
33.08,No,0
29.41,No,0
20.36,Yes,1
14.72,No,0
17.67,No,0
13.96,No,0
12.06,No,0
26.55,No,0
10.85,No,0
37.95,Yes,1
15.63,No,0
29.52,No,0
20.45,No,0
6.05,Yes,1
44.39,No,0
24.24,No,0
26.7,No,0
22.25,No,0
20.55,No,0
20.55,No,0
26.73,No,0
17.82,No,0
53.5,No,0
38.21,No,0
24.32,No,0
7.65,No,0
11.16,Yes,1
33.48,No,0
29.78,No,0
20.63,No,0
17.88,No,0
20.63,No,0
12.79,No,0
24.41,No,0
89.61,No,0
17.92,No,0
19.21,No,0
17.54,Yes,1
38.48,No,0
33.68,No,0
12.26,No,0
30.0,No,0
16.88,No,0
27.0,No,0
18.02,No,0
24.59,No,0
16.92,Yes,1
54.3,No,0
24.7,No,0
34.0,No,0
68.04,No,0
22.69,No,0
16.03,No,0
24.79,No,0
24.82,No,0
22.76,No,0
68.33,No,0
17.09,No,0
14.41,No,0
27.38,No,0
19.88,No,0
22.83,No,0
21.08,No,0
34.25,No,0
15.23,No,0
39.21,No,0
22.89,No,0
27.47,No,0
11.45,No,0
7.24,No,0
18.36,No,0
39.33,Yes,1
30.61,No,0
13.78,No,0
22.97,No,0
27.57,No,0
19.69,No,0
45.97,No,0
34.5,No,0
8.92,Yes,1
34.58,No,0
15.37,Yes,1
69.21,No,0
13.18,No,0
19.79,No,0
23.08,No,0
25.2,No,0
7.92,No,0
21.32,No,0
12.61,No,0
18.52,No,0
23.15,No,0
15.46,No,0
7.33,No,0
55.73,No,0
30.96,Yes,1
13.93,No,0
13.29,No,0
16.42,No,0
21.5,No,0
21.5,No,0
9.64,No,0
15.54,No,0
23.33,No,0
11.2,No,0
20.01,No,0
14.75,No,0
31.15,Yes,1
20.04,No,0
21.58,No,0
140.34,Yes,1
15.6,No,0
46.83,No,0
25.55,No,0
9.7,No,0
17.57,No,0
18.74,No,0
20.1,No,0
93.83,No,0
13.11,Yes,1
11.27,Yes,1
35.23,No,0
17.61,No,0
15.67,No,0
18.81,Yes,1
31.35,No,0
21.71,Yes,1
31.37,No,0
28.23,No,0
31.39,No,0
31.41,Yes,1
20.23,No,0
18.88,Yes,1
15.75,No,0
141.84,No,0
14.94,No,0
21.86,No,0
10.15,Yes,1
18.96,No,0
23.71,No,0
17.79,No,0
28.5,No,0
25.91,No,0
17.81,No,0
25.92,No,0
15.84,Yes,1
28.52,No,0
20.37,No,0
11.89,No,0
16.79,No,0
20.41,No,0
17.88,No,0
15.9,No,0
23.86,No,0
10.23,Yes,1
13.02,Yes,1
15.09,No,0
47.86,No,0
26.11,No,0
19.14,No,0
13.69,No,0
143.84,No,0
7.38,No,0
26.16,No,0
22.14,No,0
35.98,No,0
26.18,No,0
13.1,No,0
7.21,No,0
41.19,No,0
48.08,No,0
22.19,No,0
19.24,No,0
20.62,No,0
19.27,No,0
32.15,No,0
24.11,No,0
28.95,No,0
32.19,No,0
45.64,No,0
20.73,Yes,1
8.8,No,0
26.41,No,0
32.3,No,0
17.12,No,0
12.67,No,0
21.9,No,0
24.29,No,0
17.15,No,0
18.23,No,0
36.48,No,0
15.38,No,0
29.22,No,0
18.26,Yes,1
26.59,No,0
19.5,No,0
29.25,No,0
17.23,No,0
32.54,No,0
12.74,No,0
26.64,No,0
22.54,No,0
24.43,No,0
22.55,No,0
29.32,No,0
24.46,No,0
29.35,No,0
24.47,No,0
293.83,No,0
16.33,No,0
49.0,No,0
9.14,No,0
36.83,No,0
22.67,No,0
13.41,No,0
36.88,No,0
22.71,Yes,1
21.08,No,0
18.45,Yes,1
19.69,No,0
13.42,No,0
32.81,No,0
36.94,No,0
26.88,No,0
33.96,No,0
24.64,No,0
24.65,No,0
42.36,No,0
21.19,No,0
18.54,No,0
21.2,Yes,1
32.98,No,0
19.79,No,0
19.82,No,0
10.25,Yes,1
19.87,No,0
22.92,No,0
29.8,No,0
22.92,No,0
19.19,No,0
49.7,No,0
11.47,No,0
16.57,No,0
74.54,No,0
16.58,No,0
33.17,No,0
42.67,No,0
29.92,No,0
13.01,No,0
11.51,No,0
42.76,No,0
37.42,No,0
15.77,No,0
37.46,No,0
23.06,No,0
60.0,Yes,1
100.06,No,0
100.11,No,0
7.91,No,0
25.07,No,0
25.08,No,0
33.48,No,0
25.21,No,0
50.42,No,0
12.61,Yes,1
11.65,Yes,1
50.5,No,0
50.53,No,0
23.33,No,0
17.85,No,0
27.59,No,0
21.69,No,0
27.61,No,0
30.4,No,0
20.28,Yes,1
13.22,No,0
76.17,No,0
19.06,No,0
33.91,No,0
27.79,No,0
50.95,No,0
43.67,No,0
17.99,No,0
27.8,No,0
25.5,Yes,1
13.91,No,0
19.13,No,0
9.88,No,0
27.86,No,0
38.35,No,0
23.63,No,0
43.88,No,0
43.88,No,0
25.61,No,0
12.81,No,0
19.22,No,0
61.57,No,0
20.53,No,0
61.6,No,0
34.24,No,0
18.14,No,0
23.72,No,0
22.04,No,0
23.73,No,0
12.35,Yes,1
13.42,No,0
25.75,No,0
9.36,No,0
18.19,No,0
34.35,No,0
8.14,No,0
18.22,No,0
30.98,No,0
34.46,No,0
18.25,No,0
51.72,No,0
16.33,Yes,1
17.26,No,0
25.9,Yes,1
38.85,No,0
23.92,No,0
18.29,No,0
25.93,No,0
44.45,No,0
20.76,Yes,1
25.97,No,0
31.2,No,0
31.22,No,0
14.87,No,0
8.22,No,0
31.25,No,0
28.41,No,0
13.59,No,0
13.59,No,0
26.08,No,0
39.38,No,0
39.15,No,0
17.4,No,0
14.94,No,0
20.92,Yes,1
12.07,No,0
78.5,No,0
44.86,No,0
314.17,No,0
44.88,No,0
20.94,Yes,1
13.67,Yes,1
13.69,No,0
22.49,Yes,1
35.02,No,0
45.02,No,0
11.27,No,0
16.63,No,0
12.65,No,0
26.35,No,0
21.09,Yes,1
24.36,No,0
18.64,No,0
23.45,Yes,1
15.11,No,0
4.41,No,0
26.46,Yes,1
21.17,No,0
28.86,No,0
52.95,No,0
317.83,No,0
16.74,No,0
14.45,No,0
26.53,No,0
28.94,No,0
24.5,No,0
53.08,No,0
14.48,No,0
26.56,No,0
17.7,No,0
21.24,No,0
15.95,No,0
14.53,No,0
29.06,No,0
31.98,Yes,1
29.09,No,0
26.68,No,0
22.36,No,0
26.88,No,0
53.78,No,0
13.46,No,0
15.39,No,0
23.08,No,0
23.09,No,0
16.17,No,0
19.03,No,0
14.07,No,0
23.12,Yes,1
20.25,No,0
12.0,No,0
10.13,No,0
20.26,No,0
23.17,No,0
19.1,No,0
14.78,No,0
21.69,No,0
27.17,No,0
29.65,No,0
26.62,No,0
40.81,No,0
18.14,No,0
25.18,No,0
25.26,No,0
27.38,No,0
21.92,No,0
27.43,No,0
14.33,No,0
27.51,No,0
82.75,No,0
18.39,No,0
36.81,No,0
11.05,No,0
15.08,Yes,1
20.75,No,0
22.16,Yes,1
30.23,No,0
33.28,No,0
27.74,No,0
19.59,No,0
16.66,No,0
33.35,No,0
30.32,No,0
14.51,No,0
10.44,No,0
11.53,No,0
47.81,No,0
15.94,Yes,1
83.67,No,0
27.89,No,0
11.96,No,0
25.77,No,0
13.97,Yes,1
30.48,No,0
22.4,No,0
21.0,No,0
18.68,No,0
22.41,No,0
25.87,No,0
4.05,No,0
19.8,No,0
19.82,No,0
30.68,No,0
28.18,No,0
37.59,No,0
338.67,No,0
15.42,No,0
14.75,No,0
28.26,No,0
67.9,No,0
26.14,No,0
15.45,No,0
22.69,No,0
17.91,No,0
20.03,No,0
37.85,No,0
26.23,No,0
21.38,No,0
22.8,No,0
21.4,No,0
18.02,No,0
13.6,No,0
342.5,No,0
17.13,No,0
31.17,No,0
17.18,No,0
26.45,No,0
43.04,No,0
31.32,No,0
7.04,No,0
34.5,No,0
20.3,Yes,1
17.62,No,0
28.78,No,0
57.72,No,0
16.49,No,0
18.59,No,0
26.65,Yes,1
306.67,Yes,1
20.4,No,0
28.92,No,0
19.28,No,0
20.42,No,0
18.28,No,0
20.44,No,0
14.48,No,0
11.59,No,0
24.87,No,0
348.33,No,0
23.27,No,0
18.39,No,0
11.65,No,0
29.18,No,0
35.07,No,0
351.17,No,0
351.83,No,0
25.14,No,0
32.02,No,0
19.6,No,0
22.06,No,0
44.15,No,0
12.63,No,0
16.08,No,0
23.61,No,0
29.54,No,0
16.88,No,0
18.67,No,0
39.41,No,0
23.64,No,0
18.69,No,0
12.25,No,0
23.71,No,0
22.24,No,0
23.77,No,0
35.65,No,0
11.89,No,0
25.54,No,0
18.83,No,0
71.67,No,0
21.09,No,0
39.83,No,0
25.63,No,0
25.66,No,0
19.98,No,0
20.01,No,0
28.7,No,0
51.55,Yes,1
25.79,Yes,1
27.77,No,0
22.57,Yes,1
13.92,No,0
181.17,No,0
72.5,No,0
22.67,No,0
15.12,No,0
40.39,No,0
363.5,No,0
17.33,Yes,1
20.21,No,0
15.83,No,0
26.02,No,0
26.04,No,0
28.06,No,0
21.49,No,0
13.05,Yes,1
19.26,No,0
11.44,No,0
22.9,No,0
21.55,No,0
13.58,No,0
73.37,No,0
22.93,No,0
28.26,No,0
19.37,Yes,1
14.73,No,0
28.35,No,0
11.9,Yes,1
18.45,No,0
19.44,No,0
17.6,No,0
17.33,No,0
18.53,No,0
14.83,Yes,1
17.66,No,0
53.0,No,0
21.84,No,0
13.27,No,0
26.55,No,0
46.5,No,0
41.35,No,0
13.3,No,0
15.51,No,0
31.06,No,0
9.32,No,0
15.54,No,0
26.67,No,0
33.94,No,0
15.56,No,0
20.76,No,0
37.38,No,0
34.0,No,0
8.14,No,0
19.71,No,0
23.44,No,0
12.12,No,0
26.85,No,0
9.18,Yes,1
20.92,No,0
16.38,No,0
34.24,No,0
16.41,No,0
26.96,No,0
19.15,No,0
31.47,No,0
19.89,No,0
44.69,No,0
7.13,No,0
18.95,No,0
34.45,No,0
9.25,No,0
54.21,No,0
12.25,No,0
14.61,No,0
22.37,No,0
18.11,No,0
31.69,No,0
19.05,Yes,1
34.64,No,0
13.61,No,0
21.18,No,0
27.24,No,0
42.37,No,0
42.44,No,0
31.87,No,0
42.5,No,0
14.72,No,0
31.92,No,0
38.3,No,0
19.18,No,0
16.69,No,0
17.46,No,0
11.31,No,0
24.05,No,0
22.64,No,0
27.52,No,0
14.28,No,0
18.37,No,0
64.31,No,0
25.74,No,0
29.74,No,0
43.0,No,0
16.83,No,0
22.79,No,0
25.83,No,0
22.86,No,0
29.91,No,0
16.22,No,0
17.69,No,0
27.82,No,0
27.83,No,0
97.46,No,0
24.39,No,0
24.41,No,0
97.67,No,0
19.56,No,0
39.12,No,0
15.05,No,0
32.61,No,0
23.06,No,0
8.71,No,0
43.57,No,0
35.71,No,0
21.82,No,0
6.55,No,0
32.78,No,0
24.65,No,0
16.44,No,0
35.92,No,0
20.81,No,0
17.2,No,0
49.48,No,0
12.52,No,0
16.51,No,0
17.26,Yes,1
32.42,No,0
19.88,No,0
28.41,No,0
56.83,No,0
20.95,Yes,1
20.98,No,0
22.17,No,0
80.0,No,0
16.68,No,0
21.09,No,0
44.54,No,0
20.06,No,0
28.67,No,0
13.38,No,0
39.22,No,0
33.53,No,0
36.59,No,0
21.19,No,0
5.23,No,0
17.51,No,0
14.94,Yes,1
26.92,No,0
31.08,No,0
26.93,Yes,1
28.88,No,0
14.46,No,0
23.86,No,0
28.99,Yes,1
23.9,No,0
18.52,No,0
29.12,No,0
24.0,Yes,1
34.06,No,0
34.1,No,0
29.25,No,0
17.08,No,0
16.43,No,0
14.18,No,0
14.68,No,0
20.56,Yes,1
33.15,No,0
20.64,No,0
16.4,No,0
16.55,No,0
24.37,No,0
14.8,No,0
17.27,No,0
31.91,No,0
24.43,No,0
29.68,No,0
46.17,No,0
31.99,Yes,1
24.54,No,0
27.84,No,0
37.98,No,0
38.02,No,0
41.85,No,0
16.13,No,0
26.27,No,0
22.13,No,0
13.16,No,0
32.54,No,0
24.89,No,0
17.64,No,0
21.2,No,0
28.3,No,0
26.56,No,0
30.36,No,0
425.0,No,0
106.63,No,0
20.33,No,0
17.09,No,0
15.85,No,0
15.93,No,0
71.72,Yes,1
21.57,No,0
28.91,No,0
25.45,No,0
16.65,No,0
18.05,No,0
43.32,No,0
15.48,No,0
12.39,No,0
16.09,No,0
36.25,No,0
29.12,No,0
19.86,No,0
5.75,No,0
24.29,No,0
31.3,No,0
5.84,No,0
16.25,No,0
20.9,No,0
15.14,No,0
16.94,No,0
110.29,No,0
27.57,No,0
55.22,No,0
21.04,No,0
22.11,No,0
60.81,No,0
40.3,No,0
31.71,No,0
23.39,Yes,1
13.47,No,0
17.79,No,0
23.22,No,0
16.49,No,0
34.29,No,0
15.93,No,0
19.49,No,0
35.38,No,0
37.43,No,0
49.96,No,0
32.18,No,0
11.86,No,0
14.55,No,0
56.5,Yes,1
4.12,No,0
45.38,Yes,1
18.97,No,0
57.02,No,0
32.66,No,0
38.13,No,0
65.4,No,0
32.7,No,0
32.77,No,0
17.03,No,0
65.74,No,0
21.91,No,0
460.33,No,0
25.58,No,0
27.1,No,0
27.14,Yes,1
16.51,No,0
22.9,No,0
462.83,No,0
25.73,No,0
51.5,No,0
19.32,No,0
27.29,No,0
14.07,No,0
8.29,No,0
24.47,No,0
22.16,Yes,1
12.95,No,0
22.21,No,0
58.35,Yes,1
78.03,No,0
33.48,No,0
42.73,No,0
52.37,No,0
21.45,No,0
31.59,No,0
16.98,No,0
19.36,No,0
25.05,No,0
34.13,No,0
21.75,No,0
23.94,No,0
28.24,No,0
16.01,No,0
0.0,No,0
40.11,No,0
48.2,No,0
14.62,No,0
48.25,No,0
80.7,No,0
48.53,No,0
37.4,No,0
13.14,No,0
16.26,Yes,1
44.38,No,0
21.22,No,0
44.39,No,0
38.52,No,0
