TotalRevenue,CHURN,churn_binary
181.6,No,0
181.83,No,0
181.83,No,0
181.83,No,0
181.83,No,0
182.0,No,0
182.0,No,0
182.0,No,0
182.17,No,0
182.17,No,0
182.17,No,0
182.33,No,0
182.5,No,0
182.5,No,0
182.5,No,0
182.67,No,0
182.67,No,0
183.0,Yes,1
183.0,Yes,1
183.0,No,0
183.0,No,0
183.17,No,0
183.33,No,0
183.5,No,0
183.5,No,0
183.5,No,0
183.67,No,0
183.67,No,0
183.83,No,0
183.83,No,0
184.0,No,0
184.0,No,0
184.0,No,0
184.0,No,0
184.0,No,0
184.0,No,0
184.0,No,0
184.33,Yes,1
184.33,No,0
184.5,No,0
184.5,No,0
184.5,No,0
184.5,No,0
184.67,No,0
184.83,No,0
184.83,No,0
184.83,No,0
184.83,No,0
184.83,No,0
184.83,No,0
184.83,No,0
185.0,No,0
185.17,No,0
185.17,No,0
185.17,No,0
185.17,No,0
185.33,No,0
185.33,No,0
185.33,No,0
185.5,No,0
185.67,No,0
185.67,Yes,1
185.67,No,0
185.67,No,0
185.67,No,0
185.75,No,0
185.83,No,0
185.83,No,0
186.0,No,0
186.17,No,0
186.17,No,0
186.17,No,0
186.17,Yes,1
186.17,No,0
186.33,No,0
186.5,No,0
186.5,No,0
186.5,No,0
186.5,No,0
186.67,No,0
186.67,No,0
186.83,No,0
187.0,No,0
187.0,No,0
187.0,No,0
187.17,No,0
187.17,No,0
187.17,No,0
187.17,No,0
187.33,No,0
187.33,No,0
187.33,No,0
187.5,No,0
187.5,No,0
187.5,No,0
187.5,No,0
187.5,Yes,1
187.67,No,0
187.67,Yes,1
187.67,Yes,1
187.67,No,0
187.83,No,0
187.83,No,0
188.0,No,0
188.17,No,0
188.17,No,0
188.33,No,0
188.33,No,0
188.5,No,0
188.67,No,0
188.83,No,0
188.83,No,0
189.0,No,0
189.17,No,0
189.33,No,0
189.33,Yes,1
189.5,No,0
189.5,No,0
189.67,No,0
189.67,No,0
189.67,No,0
189.67,No,0
189.67,No,0
189.83,No,0
189.83,Yes,1
190.0,No,0
190.0,No,0
190.0,Yes,1
190.0,No,0
190.17,No,0
190.17,No,0
190.17,No,0
190.17,No,0
190.17,No,0
190.17,No,0
190.17,No,0
190.33,No,0
190.5,Yes,1
190.5,No,0
190.5,No,0
190.67,No,0
190.67,No,0
190.67,No,0
190.83,No,0
190.83,No,0
191.0,Yes,1
191.0,No,0
191.0,No,0
191.17,No,0
191.17,No,0
191.33,No,0
191.33,No,0
191.33,No,0
191.5,No,0
191.5,No,0
191.67,No,0
191.67,No,0
191.75,No,0
191.83,No,0
192.0,No,0
192.17,No,0
192.33,No,0
192.33,No,0
192.33,No,0
192.33,No,0
192.33,Yes,1
192.5,No,0
192.67,No,0
192.67,No,0
192.67,No,0
193.0,Yes,1
193.0,Yes,1
193.17,No,0
193.17,No,0
193.5,No,0
193.67,No,0
194.0,No,0
194.0,No,0
194.17,No,0
194.33,No,0
194.33,No,0
194.33,No,0
194.4,No,0
194.5,No,0
194.5,No,0
194.5,No,0
194.5,Yes,1
194.5,No,0
194.67,No,0
194.67,No,0
194.67,No,0
194.83,No,0
194.83,No,0
195.17,No,0
195.33,No,0
195.33,No,0
195.33,No,0
195.33,No,0
195.5,No,0
195.5,No,0
195.5,No,0
195.67,No,0
196.0,No,0
196.0,No,0
196.0,No,0
196.33,No,0
196.5,No,0
196.83,No,0
196.83,No,0
197.0,No,0
197.17,No,0
197.33,No,0
197.33,No,0
197.33,No,0
197.5,No,0
197.5,No,0
197.5,No,0
197.67,No,0
197.83,Yes,1
197.83,No,0
197.83,No,0
198.33,No,0
198.33,No,0
198.33,No,0
198.5,No,0
198.5,No,0
198.67,No,0
199.0,No,0
199.0,No,0
199.17,No,0
199.17,No,0
199.5,No,0
199.67,No,0
199.83,No,0
200.0,No,0
200.17,No,0
200.17,No,0
200.17,No,0
200.17,No,0
200.17,No,0
200.17,No,0
200.17,No,0
200.33,No,0
200.5,No,0
200.83,No,0
201.0,No,0
201.17,No,0
201.33,No,0
201.5,No,0
201.5,No,0
201.67,No,0
201.83,No,0
201.83,No,0
201.83,No,0
201.83,No,0
202.0,No,0
202.17,No,0
202.33,No,0
202.33,No,0
202.5,No,0
202.67,No,0
202.67,No,0
202.83,Yes,1
202.83,No,0
202.83,Yes,1
203.0,Yes,1
203.17,No,0
203.33,No,0
203.33,No,0
203.33,No,0
203.33,No,0
203.33,Yes,1
203.33,No,0
203.67,No,0
203.67,No,0
203.67,Yes,1
203.83,No,0
203.83,No,0
204.0,No,0
204.0,No,0
204.0,No,0
204.17,No,0
204.17,No,0
204.33,No,0
204.33,No,0
204.33,No,0
204.33,No,0
204.5,No,0
204.5,No,0
204.67,No,0
204.67,No,0
205.0,No,0
205.0,No,0
205.17,No,0
205.17,No,0
205.33,No,0
205.5,No,0
205.5,No,0
205.67,No,0
205.67,No,0
206.0,No,0
206.33,Yes,1
206.33,No,0
206.33,No,0
206.4,No,0
206.5,No,0
206.5,No,0
206.83,No,0
206.83,No,0
207.0,No,0
207.0,No,0
207.0,No,0
207.0,No,0
207.0,No,0
207.17,No,0
207.17,No,0
207.33,No,0
207.33,No,0
207.33,No,0
207.5,No,0
207.5,No,0
207.67,No,0
207.67,No,0
207.83,No,0
207.83,No,0
207.83,No,0
208.17,No,0
208.17,Yes,1
208.17,No,0
208.17,No,0
208.33,Yes,1
208.33,No,0
208.33,No,0
208.33,Yes,1
208.67,No,0
208.67,No,0
208.75,No,0
208.83,No,0
208.84,No,0
209.0,No,0
209.17,No,0
209.33,No,0
209.5,No,0
209.5,No,0
209.83,No,0
209.83,No,0
210.0,Yes,1
210.17,No,0
210.17,No,0
210.33,No,0
210.33,No,0
210.33,No,0
210.5,No,0
210.67,No,0
210.67,No,0
210.67,No,0
210.83,No,0
211.0,No,0
211.0,No,0
211.17,No,0
211.2,No,0
211.33,No,0
211.33,No,0
211.33,No,0
211.5,No,0
211.5,No,0
211.83,No,0
211.83,No,0
212.0,No,0
212.0,No,0
212.0,No,0
212.17,No,0
212.33,No,0
212.5,No,0
212.67,No,0
212.83,No,0
212.83,No,0
212.83,No,0
212.83,No,0
212.83,No,0
213.0,No,0
213.17,No,0
213.17,No,0
213.67,Yes,1
213.83,No,0
214.0,No,0
214.0,No,0
214.0,No,0
214.17,Yes,1
214.17,No,0
214.33,No,0
214.33,No,0
214.33,No,0
214.5,No,0
214.5,No,0
214.83,No,0
214.83,No,0
214.83,No,0
214.83,No,0
215.0,No,0
215.17,No,0
215.17,No,0
215.17,Yes,1
215.17,No,0
215.33,No,0
215.33,No,0
215.5,No,0
215.5,No,0
215.5,Yes,1
215.67,No,0
215.83,No,0
216.0,No,0
216.0,No,0
216.0,No,0
216.17,No,0
216.33,No,0
216.5,No,0
217.0,No,0
217.17,No,0
217.17,No,0
217.33,No,0
217.33,No,0
217.5,No,0
217.5,No,0
217.5,No,0
217.67,Yes,1
217.67,No,0
217.67,No,0
217.83,No,0
218.0,No,0
218.0,No,0
218.33,No,0
218.33,No,0
218.5,No,0
218.83,No,0
219.0,No,0
219.17,No,0
219.33,No,0
219.33,No,0
219.33,No,0
219.5,No,0
219.67,No,0
219.67,No,0
219.67,No,0
219.83,No,0
220.0,No,0
220.0,No,0
220.17,No,0
220.33,No,0
220.33,No,0
220.5,No,0
220.5,No,0
220.5,No,0
220.5,No,0
220.5,No,0
220.5,No,0
220.67,No,0
220.67,No,0
220.83,No,0
221.0,No,0
221.17,No,0
221.17,Yes,1
221.17,No,0
221.17,No,0
221.33,No,0
221.33,No,0
221.33,No,0
221.33,No,0
221.33,No,0
221.33,No,0
221.5,Yes,1
221.5,No,0
221.67,No,0
221.67,No,0
221.67,No,0
221.67,No,0
221.67,No,0
222.0,No,0
222.0,No,0
222.0,Yes,1
222.17,No,0
222.17,No,0
222.17,No,0
222.33,No,0
222.33,No,0
222.33,No,0
222.33,No,0
222.33,No,0
222.33,No,0
222.33,Yes,1
222.5,No,0
222.5,No,0
222.5,No,0
222.5,No,0
222.5,No,0
222.67,No,0
223.0,Yes,1
223.0,No,0
223.0,No,0
223.17,No,0
223.33,No,0
223.33,No,0
223.5,No,0
223.5,No,0
223.67,No,0
223.83,No,0
224.0,No,0
224.0,No,0
224.17,No,0
224.17,No,0
224.17,No,0
224.33,No,0
224.33,No,0
224.5,No,0
224.5,No,0
224.67,No,0
224.83,No,0
224.83,No,0
225.0,No,0
225.0,No,0
225.17,Yes,1
225.17,No,0
225.17,No,0
225.33,No,0
225.5,No,0
225.67,Yes,1
225.67,No,0
225.67,No,0
225.67,No,0
225.83,No,0
226.0,No,0
226.0,No,0
226.0,No,0
226.33,No,0
226.33,No,0
226.33,No,0
226.33,No,0
226.33,No,0
226.33,No,0
226.5,No,0
226.67,No,0
226.83,No,0
226.83,No,0
226.83,No,0
226.84,No,0
227.0,No,0
227.0,No,0
227.0,No,0
227.17,No,0
227.17,No,0
227.33,No,0
227.33,No,0
227.33,No,0
227.5,No,0
227.5,Yes,1
227.67,No,0
227.83,No,0
228.0,No,0
228.17,No,0
228.17,No,0
228.17,No,0
228.67,Yes,1
228.83,No,0
228.83,No,0
228.83,No,0
229.0,No,0
229.0,No,0
229.17,No,0
229.33,No,0
229.33,No,0
229.33,No,0
229.5,No,0
229.5,No,0
229.5,No,0
229.5,No,0
229.83,Yes,1
230.17,No,0
230.17,No,0
230.2,No,0
230.33,No,0
230.5,No,0
230.5,No,0
230.67,No,0
230.67,No,0
230.67,No,0
230.67,No,0
230.83,No,0
231.0,Yes,1
231.0,No,0
231.0,Yes,1
231.0,Yes,1
231.0,No,0
231.17,No,0
231.17,No,0
231.33,No,0
231.5,No,0
231.5,No,0
231.67,No,0
231.83,No,0
232.0,No,0
232.17,No,0
232.17,No,0
232.33,No,0
232.33,No,0
232.33,No,0
232.5,No,0
232.5,No,0
232.5,No,0
232.67,No,0
232.67,Yes,1
232.67,No,0
232.67,No,0
232.83,No,0
233.17,No,0
233.33,No,0
233.5,No,0
233.67,No,0
233.67,No,0
233.75,Yes,1
233.83,No,0
234.0,No,0
234.0,No,0
234.17,No,0
234.33,No,0
234.67,No,0
234.67,No,0
234.83,No,0
234.83,No,0
234.83,No,0
235.0,No,0
235.17,No,0
235.17,No,0
235.17,No,0
235.33,No,0
235.33,No,0
235.33,No,0
235.33,No,0
235.33,No,0
235.5,No,0
235.5,No,0
236.17,No,0
236.33,No,0
236.33,No,0
236.67,No,0
236.67,No,0
236.67,No,0
236.67,No,0
236.83,No,0
236.83,Yes,1
237.0,No,0
237.17,No,0
237.17,No,0
237.33,No,0
237.5,No,0
237.67,No,0
237.83,No,0
238.0,No,0
238.0,No,0
238.0,No,0
238.0,No,0
238.17,No,0
238.17,No,0
238.17,No,0
238.17,No,0
238.5,No,0
238.67,No,0
238.67,Yes,1
238.83,Yes,1
238.83,No,0
239.0,No,0
239.33,No,0
239.5,No,0
239.5,No,0
239.67,No,0
239.67,Yes,1
239.83,No,0
239.83,No,0
240.17,No,0
240.17,No,0
240.17,No,0
240.17,No,0
240.33,No,0
240.33,No,0
240.5,No,0
240.67,No,0
240.67,No,0
240.67,No,0
240.83,No,0
240.83,No,0
240.83,No,0
241.17,No,0
241.17,No,0
241.33,No,0
241.33,No,0
241.67,No,0
241.83,No,0
242.0,No,0
242.0,No,0
242.17,No,0
242.17,No,0
242.17,No,0
242.33,No,0
242.83,No,0
243.17,No,0
243.17,No,0
243.4,No,0
243.5,No,0
243.5,Yes,1
243.83,No,0
244.0,No,0
244.17,Yes,1
244.17,No,0
244.17,No,0
244.17,No,0
244.17,Yes,1
244.33,No,0
244.33,No,0
244.33,No,0
244.33,No,0
244.33,No,0
244.33,Yes,1
244.33,No,0
244.67,No,0
245.0,No,0
245.5,Yes,1
245.5,No,0
245.5,Yes,1
245.83,No,0
245.83,Yes,1
245.83,No,0
246.0,No,0
246.33,No,0
246.33,No,0
246.5,No,0
246.66,No,0
246.67,No,0
247.0,No,0
247.0,No,0
247.17,No,0
247.17,No,0
247.17,No,0
247.33,No,0
247.5,No,0
247.83,No,0
248.0,No,0
248.0,Yes,1
248.0,No,0
248.0,No,0
248.17,No,0
248.5,No,0
248.5,Yes,1
248.5,Yes,1
248.5,No,0
248.5,No,0
248.5,No,0
248.67,No,0
248.67,No,0
249.0,No,0
249.0,No,0
249.17,No,0
249.17,No,0
249.33,No,0
249.33,No,0
249.5,No,0
249.67,No,0
250.0,No,0
250.0,No,0
250.0,No,0
250.33,No,0
250.33,No,0
250.5,No,0
250.6,No,0
250.83,No,0
251.17,No,0
251.17,Yes,1
251.33,No,0
251.5,No,0
251.67,No,0
251.67,No,0
251.83,No,0
252.0,No,0
252.0,No,0
252.0,No,0
252.0,No,0
252.0,No,0
252.17,Yes,1
252.33,No,0
252.33,No,0
252.33,No,0
252.5,No,0
252.5,Yes,1
252.67,No,0
252.67,No,0
252.83,No,0
252.83,No,0
252.83,No,0
252.83,No,0
253.0,No,0
253.0,No,0
253.33,No,0
253.5,No,0
253.5,No,0
253.5,No,0
253.67,No,0
253.83,No,0
253.83,No,0
254.0,No,0
254.33,No,0
254.33,No,0
254.33,No,0
254.33,No,0
254.5,No,0
254.5,No,0
254.83,No,0
255.17,Yes,1
255.17,No,0
255.17,No,0
255.83,No,0
256.17,No,0
256.66,No,0
256.67,No,0
256.67,No,0
256.67,No,0
256.83,No,0
257.0,No,0
257.17,No,0
257.67,No,0
257.67,No,0
257.83,No,0
257.83,No,0
258.33,Yes,1
258.5,No,0
258.67,No,0
258.67,No,0
258.67,No,0
258.83,No,0
259.0,No,0
259.0,No,0
259.17,No,0
259.33,No,0
260.0,No,0
260.17,No,0
260.33,No,0
260.33,Yes,1
260.83,No,0
260.83,No,0
261.0,No,0
261.0,No,0
261.17,No,0
261.17,No,0
261.17,No,0
261.5,No,0
261.67,No,0
261.67,No,0
262.0,No,0
262.17,No,0
262.33,Yes,1
262.33,No,0
262.5,No,0
263.0,No,0
263.0,No,0
263.17,No,0
263.67,No,0
264.0,No,0
264.0,No,0
264.17,No,0
264.5,No,0
264.67,No,0
264.67,No,0
264.67,No,0
264.67,Yes,1
265.0,No,0
265.0,No,0
265.17,No,0
265.33,No,0
265.5,No,0
265.67,No,0
265.67,Yes,1
265.67,No,0
265.67,No,0
265.83,No,0
266.0,Yes,1
266.33,No,0
266.67,No,0
267.0,No,0
267.0,No,0
267.17,No,0
267.17,No,0
267.33,No,0
267.33,No,0
267.5,No,0
267.5,No,0
267.5,No,0
267.67,No,0
267.83,Yes,1
267.83,No,0
268.0,No,0
268.17,No,0
268.17,No,0
268.17,No,0
268.5,No,0
268.5,No,0
268.83,No,0
268.83,No,0
269.0,No,0
269.0,Yes,1
269.33,No,0
269.4,No,0
269.67,No,0
270.0,No,0
270.0,No,0
270.0,No,0
270.33,No,0
270.5,No,0
270.67,Yes,1
271.5,No,0
271.67,No,0
272.0,No,0
272.17,No,0
272.33,No,0
272.5,No,0
272.67,No,0
273.0,No,0
273.17,No,0
273.33,No,0
273.5,No,0
273.83,No,0
273.83,No,0
273.83,No,0
274.0,No,0
274.0,No,0
274.0,No,0
274.17,No,0
274.5,No,0
274.67,No,0
274.67,No,0
274.83,No,0
275.0,No,0
275.33,No,0
275.33,Yes,1
275.5,No,0
275.5,No,0
275.67,No,0
275.67,No,0
275.67,No,0
275.83,No,0
276.0,No,0
276.5,Yes,1
276.67,No,0
276.67,Yes,1
276.83,No,0
276.83,No,0
277.0,No,0
277.0,No,0
277.17,No,0
277.17,No,0
277.17,No,0
277.5,No,0
277.83,No,0
277.83,No,0
278.33,No,0
278.5,No,0
278.67,No,0
278.67,Yes,1
278.67,No,0
279.0,No,0
279.17,No,0
279.5,No,0
279.5,No,0
279.67,No,0
279.67,No,0
280.0,No,0
280.0,No,0
280.17,No,0
280.33,No,0
280.33,Yes,1
280.5,No,0
280.5,No,0
280.67,Yes,1
280.83,No,0
281.0,No,0
281.0,No,0
281.17,No,0
281.17,No,0
281.17,No,0
281.33,No,0
281.5,No,0
281.5,Yes,1
281.67,Yes,1
281.83,No,0
281.83,No,0
282.0,No,0
282.17,Yes,1
282.17,No,0
282.17,Yes,1
282.33,No,0
282.33,No,0
282.5,No,0
282.67,Yes,1
283.17,No,0
283.17,Yes,1
283.5,No,0
283.67,No,0
283.83,No,0
284.17,No,0
284.33,Yes,1
284.4,No,0
284.5,No,0
284.67,No,0
285.0,No,0
285.0,No,0
285.0,No,0
285.17,No,0
285.17,Yes,1
285.17,No,0
285.17,No,0
285.33,No,0
285.5,No,0
285.67,No,0
286.0,No,0
286.17,No,0
286.33,No,0
286.5,Yes,1
286.5,Yes,1
286.67,No,0
287.17,No,0
287.17,No,0
287.17,No,0
287.5,No,0
287.67,No,0
287.67,No,0
287.8,No,0
287.83,No,0
287.83,No,0
288.0,No,0
288.17,No,0
288.33,No,0
288.33,No,0
288.5,No,0
288.5,No,0
288.67,No,0
288.67,No,0
289.0,No,0
289.33,No,0
289.33,No,0
289.5,No,0
289.67,No,0
289.83,No,0
290.17,Yes,1
290.33,No,0
290.5,No,0
290.67,No,0
291.0,No,0
291.33,No,0
291.34,No,0
291.5,No,0
291.5,No,0
291.67,No,0
291.83,No,0
292.17,No,0
292.17,No,0
292.17,Yes,1
292.5,No,0
292.5,No,0
292.5,No,0
292.83,No,0
292.83,No,0
293.0,No,0
293.0,No,0
293.0,No,0
293.17,No,0
293.17,No,0
293.17,No,0
293.5,No,0
293.5,No,0
293.67,No,0
293.83,No,0
294.0,No,0
294.0,No,0
294.17,No,0
294.67,No,0
294.67,No,0
295.0,No,0
295.0,No,0
295.17,Yes,1
295.17,No,0
295.17,Yes,1
295.33,No,0
295.33,No,0
295.33,No,0
295.5,No,0
295.67,No,0
295.67,No,0
295.67,No,0
295.83,No,0
296.5,No,0
296.6,No,0
296.67,No,0
296.83,Yes,1
296.83,No,0
296.83,No,0
297.33,No,0
297.33,Yes,1
298.0,No,0
298.0,No,0
298.0,No,0
298.0,No,0
298.17,No,0
298.17,No,0
298.17,No,0
298.17,No,0
298.17,No,0
298.5,No,0
298.5,No,0
298.67,No,0
299.17,No,0
299.17,No,0
299.33,No,0
299.33,No,0
299.33,No,0
299.67,No,0
299.67,No,0
299.83,No,0
300.0,Yes,1
300.17,No,0
300.33,No,0
300.67,No,0
300.83,No,0
301.0,No,0
301.33,No,0
302.5,No,0
302.5,No,0
302.67,Yes,1
302.83,Yes,1
303.0,No,0
303.17,No,0
303.33,No,0
303.5,No,0
303.5,No,0
303.67,No,0
303.67,No,0
304.0,No,0
304.17,Yes,1
304.17,No,0
304.67,No,0
305.0,No,0
305.17,No,0
305.67,No,0
305.67,No,0
305.67,No,0
305.83,No,0
305.83,No,0
306.0,Yes,1
306.0,No,0
306.0,No,0
306.33,No,0
306.5,No,0
306.83,No,0
307.17,No,0
307.17,No,0
307.17,No,0
307.33,No,0
307.33,No,0
307.5,No,0
307.83,No,0
308.0,No,0
308.0,No,0
308.17,No,0
308.33,No,0
308.33,No,0
308.5,No,0
308.5,No,0
308.67,Yes,1
308.67,No,0
309.0,No,0
309.0,No,0
309.17,No,0
309.17,No,0
309.33,No,0
309.67,No,0
309.83,No,0
310.17,No,0
310.17,No,0
310.33,No,0
310.33,Yes,1
310.6,No,0
310.83,Yes,1
310.83,No,0
311.0,No,0
311.0,No,0
311.17,No,0
311.17,No,0
311.33,Yes,1
311.67,No,0
312.0,No,0
312.17,No,0
312.17,No,0
312.33,No,0
312.5,No,0
312.5,No,0
312.67,No,0
312.67,No,0
313.0,No,0
313.0,No,0
313.17,No,0
313.17,No,0
313.83,No,0
313.83,Yes,1
313.83,No,0
314.0,No,0
314.0,No,0
314.17,No,0
314.17,No,0
314.17,Yes,1
314.5,Yes,1
314.83,No,0
314.83,Yes,1
315.17,No,0
315.17,No,0
315.5,No,0
316.0,No,0
316.17,No,0
316.25,No,0
316.33,Yes,1
316.67,No,0
316.83,No,0
316.83,Yes,1
317.33,No,0
317.33,No,0
317.5,Yes,1
317.5,No,0
317.5,No,0
317.67,No,0
317.83,No,0
318.0,No,0
318.0,No,0
318.33,No,0
318.33,No,0
318.5,No,0
318.5,No,0
318.5,No,0
318.67,No,0
318.67,No,0
318.67,No,0
319.0,No,0
319.67,No,0
319.67,No,0
319.83,Yes,1
320.0,No,0
320.17,No,0
321.0,No,0
322.5,No,0
322.67,No,0
323.0,No,0
323.17,No,0
323.17,No,0
323.2,No,0
323.33,No,0
323.5,No,0
323.5,No,0
323.67,Yes,1
324.0,No,0
324.0,No,0
324.17,No,0
324.17,No,0
324.33,No,0
324.67,No,0
325.17,No,0
325.33,No,0
326.0,No,0
326.17,No,0
326.17,No,0
326.5,No,0
326.5,No,0
327.33,No,0
328.33,No,0
328.5,No,0
328.83,No,0
329.17,No,0
329.5,No,0
330.17,No,0
331.0,No,0
331.0,No,0
331.33,No,0
331.5,No,0
331.67,Yes,1
332.0,No,0
332.33,Yes,1
332.5,No,0
332.83,No,0
332.83,No,0
333.0,No,0
333.17,No,0
333.5,No,0
333.5,No,0
333.67,No,0
334.0,No,0
334.5,No,0
334.67,No,0
334.67,Yes,1
334.67,No,0
334.67,No,0
335.0,No,0
335.0,No,0
335.17,Yes,1
335.33,No,0
336.0,No,0
336.0,No,0
336.17,No,0
336.17,No,0
336.33,No,0
336.5,No,0
336.67,No,0
337.0,No,0
337.5,No,0
338.17,No,0
338.33,No,0
338.67,No,0
339.17,No,0
339.17,No,0
339.17,No,0
339.5,No,0
339.83,No,0
340.0,No,0
340.33,No,0
340.33,No,0
340.5,No,0
340.67,No,0
341.0,No,0
342.0,No,0
342.0,No,0
342.33,No,0
342.33,No,0
342.5,No,0
342.5,No,0
342.67,No,0
342.83,No,0
343.67,No,0
343.83,No,0
344.33,No,0
344.5,No,0
344.83,No,0
345.0,No,0
345.17,Yes,1
345.33,No,0
345.33,No,0
346.33,No,0
346.33,No,0
346.33,No,0
346.5,Yes,1
346.67,Yes,1
346.83,No,0
347.0,No,0
347.0,No,0
347.17,No,0
347.33,No,0
347.5,No,0
347.5,No,0
347.67,No,0
348.17,No,0
348.33,No,0
349.0,No,0
349.4,No,0
349.5,No,0
350.17,No,0
350.67,No,0
351.17,No,0
351.83,No,0
352.0,No,0
352.17,No,0
352.83,No,0
353.0,No,0
353.17,No,0
353.5,No,0
353.67,No,0
354.17,No,0
354.5,No,0
354.5,No,0
354.67,No,0
354.67,No,0
354.67,No,0
355.17,No,0
355.33,No,0
355.67,No,0
355.83,No,0
356.5,No,0
356.5,No,0
356.83,No,0
357.5,No,0
357.83,No,0
358.33,No,0
358.5,No,0
358.5,No,0
358.83,No,0
359.17,No,0
359.67,No,0
360.17,No,0
360.83,No,0
360.83,Yes,1
361.0,Yes,1
361.0,No,0
361.17,Yes,1
361.83,No,0
362.33,No,0
362.5,No,0
362.67,No,0
362.83,No,0
363.5,No,0
363.5,No,0
363.83,Yes,1
363.83,No,0
364.17,No,0
364.33,No,0
364.5,No,0
364.83,No,0
365.33,No,0
365.5,Yes,1
366.0,No,0
366.17,No,0
366.33,No,0
366.33,No,0
366.67,No,0
366.83,No,0
366.83,No,0
367.33,No,0
368.0,Yes,1
368.33,No,0
368.5,No,0
368.83,Yes,1
369.0,No,0
369.33,No,0
369.5,No,0
369.83,No,0
370.67,No,0
370.83,Yes,1
370.83,No,0
371.0,No,0
371.33,No,0
371.5,No,0
371.67,No,0
372.0,No,0
372.17,No,0
372.33,No,0
372.33,No,0
372.67,No,0
372.83,No,0
373.0,No,0
373.33,No,0
373.33,No,0
373.5,No,0
373.67,No,0
373.83,No,0
374.0,No,0
374.5,No,0
374.5,No,0
375.0,No,0
375.67,No,0
375.83,No,0
376.33,Yes,1
376.5,No,0
376.67,No,0
376.67,No,0
377.33,No,0
377.5,No,0
377.67,No,0
377.67,No,0
377.83,No,0
378.0,No,0
378.0,No,0
379.0,No,0
379.0,No,0
379.33,No,0
379.5,No,0
379.83,No,0
379.83,No,0
380.33,No,0
380.33,No,0
380.33,No,0
381.0,Yes,1
381.0,No,0
381.17,No,0
381.17,No,0
381.33,No,0
381.33,No,0
382.0,No,0
382.4,No,0
382.5,No,0
382.67,No,0
383.0,No,0
383.0,No,0
383.67,No,0
383.83,No,0
384.17,No,0
384.67,No,0
384.83,No,0
384.83,No,0
385.33,No,0
385.5,No,0
385.67,No,0
385.83,No,0
386.17,No,0
386.67,No,0
387.0,No,0
387.0,No,0
387.5,No,0
387.5,No,0
388.67,No,0
388.83,No,0
389.17,No,0
389.17,No,0
389.5,No,0
389.67,No,0
389.83,No,0
390.17,No,0
390.5,No,0
390.67,No,0
391.17,No,0
391.17,No,0
391.17,No,0
391.33,No,0
392.0,No,0
392.17,No,0
392.17,No,0
392.83,No,0
392.83,No,0
393.0,No,0
393.33,No,0
394.33,No,0
394.5,No,0
395.17,No,0
395.33,No,0
395.67,No,0
395.83,No,0
396.0,No,0
396.17,No,0
397.0,Yes,1
397.5,No,0
397.67,No,0
397.67,No,0
397.83,No,0
398.0,Yes,1
398.67,No,0
399.0,No,0
400.0,No,0
400.33,No,0
400.67,No,0
400.83,No,0
401.17,No,0
401.33,No,0
401.5,No,0
401.5,No,0
402.33,No,0
402.5,No,0
402.67,No,0
402.67,No,0
402.83,No,0
403.33,Yes,1
403.83,No,0
404.0,No,0
404.0,Yes,1
404.33,No,0
404.83,No,0
405.67,No,0
405.83,Yes,1
406.33,No,0
407.33,No,0
407.67,No,0
408.0,Yes,1
408.67,No,0
409.17,No,0
409.5,No,0
410.0,No,0
410.83,No,0
411.17,No,0
411.17,No,0
411.17,Yes,1
412.17,No,0
412.83,No,0
413.0,No,0
413.75,No,0
414.33,No,0
414.33,No,0
414.5,No,0
414.83,No,0
415.33,No,0
415.5,No,0
415.5,No,0
415.83,Yes,1
417.17,No,0
417.67,No,0
417.83,No,0
418.17,No,0
418.5,No,0
419.33,No,0
420.33,No,0
420.5,No,0
421.0,No,0
423.0,No,0
423.17,No,0
423.33,No,0
424.0,No,0
424.5,No,0
425.0,No,0
425.0,No,0
425.0,No,0
426.5,No,0
426.83,No,0
427.33,No,0
427.83,No,0
430.0,No,0
430.33,Yes,1
431.33,No,0
432.0,No,0
432.67,No,0
432.8,No,0
433.17,No,0
433.17,No,0
433.33,No,0
433.5,No,0
434.5,No,0
435.0,No,0
436.83,No,0
436.83,No,0
437.0,No,0
437.17,No,0
438.17,No,0
438.17,No,0
438.67,No,0
438.83,No,0
439.17,No,0
440.33,No,0
441.17,No,0
441.17,No,0
441.75,No,0
441.83,No,0
442.17,No,0
442.34,No,0
443.33,No,0
444.0,No,0
444.5,Yes,1
444.67,No,0
444.83,No,0
445.17,No,0
445.33,No,0
445.83,No,0
446.0,No,0
448.17,No,0
448.83,No,0
449.17,No,0
449.67,No,0
450.5,No,0
450.5,No,0
451.0,No,0
452.0,Yes,1
453.17,No,0
453.83,Yes,1
455.33,No,0
456.17,No,0
457.17,No,0
457.5,No,0
457.83,No,0
457.83,No,0
458.83,No,0
459.83,No,0
460.17,No,0
460.17,No,0
460.33,No,0
460.5,No,0
460.67,No,0
461.17,Yes,1
462.17,No,0
462.66,No,0
462.83,No,0
463.17,No,0
463.5,No,0
463.67,No,0
464.0,No,0
464.17,No,0
464.17,No,0
465.0,No,0
465.33,Yes,1
466.33,No,0
466.5,No,0
466.83,Yes,1
468.17,No,0
468.67,No,0
470.0,No,0
471.33,No,0
471.83,No,0
473.83,No,0
475.33,No,0
475.67,No,0
476.0,No,0
477.83,No,0
478.5,No,0
478.83,No,0
480.0,No,0
480.17,No,0
480.5,No,0
481.33,No,0
482.0,No,0
482.33,No,0
482.5,No,0
484.17,No,0
485.33,No,0
486.17,No,0
486.33,No,0
487.83,Yes,1
488.17,No,0
488.17,No,0
